-0.0061,0.014
-0.1027,0.104
-0.1474,0.0682
-0.1954,0.0159
-0.2481,-0.0541
-0.3056,-0.1421
-0.3667,-0.2468
-0.4287,-0.3645
-0.4875,-0.4889
-0.5385,-0.6119
-0.5774,-0.7264
-0.6016,-0.8276
-0.6113,-0.914
-0.6089,-0.986
-0.5978,-1.0457
-0.5817,-1.0952
-0.5635,-1.1364
-0.5453,-1.1709
-0.5283,-1.2001
-0.5131,-1.2249
-0.5,-1.2462
-0.489,-1.2646
-0.4801,-1.2807
-0.473,-1.2948
-0.4677,-1.3073
-0.4638,-1.3184
-0.4613,-1.3285
-0.46,-1.3376
-0.4597,-1.3459
-0.4603,-1.3536
-0.4617,-1.3608
-0.4638,-1.3675
-0.4664,-1.3738
-0.4695,-1.3797
-0.473,-1.3854
-0.4769,-1.3909
-0.481,-1.3961
-0.4854,-1.4012
-0.49,-1.4062
-0.4947,-1.411
-0.4995,-1.4158
-0.5043,-1.4205
-0.5092,-1.4252
-0.5142,-1.4298
-0.5191,-1.4344
-0.5239,-1.439
-0.5288,-1.4436
-0.5335,-1.4483
-0.5381,-1.4529
-0.5427,-1.4576
-0.5471,-1.4622
-0.5513,-1.467
-0.5555,-1.4717
-0.5594,-1.4764
-0.5632,-1.4812
-0.5668,-1.486
-0.5702,-1.4908
-0.5735,-1.4956
-0.5766,-1.5003
-0.5794,-1.5051
-0.5821,-1.5098
-0.5846,-1.5145
-0.5869,-1.5192
-0.5891,-1.5238
-0.591,-1.5284
-0.5929,-1.5329
-0.5945,-1.5373
-0.596,-1.5417
-0.5974,-1.5459
-0.5987,-1.5501
-0.5998,-1.5541
-0.6008,-1.5581
-0.6018,-1.562
-0.6026,-1.5658
-0.6033,-1.5694
-0.604,-1.573
-0.6047,-1.5764
-0.6052,-1.5798
-0.6057,-1.5831
-0.6062,-1.5863
-0.6067,-1.5893
-0.6071,-1.5923
-0.6075,-1.5953
-0.6079,-1.5981
-0.6083,-1.6009
-0.6086,-1.6036
-0.609,-1.6062
-0.6094,-1.6088
-0.6097,-1.6113
-0.6101,-1.6138
-0.6105,-1.6162
-0.6109,-1.6186
-0.6112,-1.621
-0.6117,-1.6233
-0.6121,-1.6256
-0.6125,-1.6279
-0.613,-1.6301
-0.6134,-1.6323
-0.6139,-1.6345
-0.6144,-1.6367
-0.6149,-1.6389
-0.6154,-1.6411
-0.6159,-1.6432
-0.6164,-1.6454
-0.617,-1.6475
-0.6175,-1.6496
-0.6181,-1.6517
-0.6187,-1.6538
-0.6193,-1.656
-0.6199,-1.6581
-0.6205,-1.6602
-0.6211,-1.6622
-0.6217,-1.6643
-0.6223,-1.6664
-0.6229,-1.6685
-0.6236,-1.6706
-0.6242,-1.6726
-0.6249,-1.6747
-0.6255,-1.6768
-0.6262,-1.6788
-0.6268,-1.6809
-0.6275,-1.6829
-0.6281,-1.6849
-0.6288,-1.672
-0.63,-1.6613
-0.6301,-1.6488
-0.6298,-1.6361
-0.6295,-1.6236
-0.6293,-1.6115
-0.629,-1.5999
-0.6289,-1.5886
-0.6287,-1.5777
-0.6285,-1.567
-0.6283,-1.5565
-0.6282,-1.547
-0.6281,-1.5379
-0.628,-1.5292
-0.6278,-1.5206
-0.6275,-1.5122
-0.6272,-1.5038
-0.6267,-1.4956
-0.6262,-1.4875
-0.6257,-1.4794
-0.6251,-1.4714
-0.6246,-1.4642
-0.6241,-1.4574
-0.6236,-1.4508
-0.623,-1.4443
-0.6224,-1.4379
-0.6217,-1.4316
-0.621,-1.4253
-0.6202,-1.4191
-0.6194,-1.4128
-0.6186,-1.4067
-0.6177,-1.4005
-0.6168,-1.3944
-0.6159,-1.3883
-0.615,-1.3823
-0.614,-1.3763
-0.6131,-1.3703
-0.6122,-1.3644
-0.6112,-1.3585
-0.6102,-1.3527
-0.6093,-1.3468
-0.6083,-1.341
-0.6073,-1.3353
-0.6064,-1.3295
-0.6054,-1.3238
-0.6044,-1.3182
-0.6035,-1.3125
-0.6025,-1.3069
-0.6015,-1.3013
-0.6005,-1.2957
-0.5996,-1.2902
-0.5986,-1.2847
-0.5976,-1.2792
-0.5967,-1.2737
-0.5957,-1.2683
-0.5947,-1.2629
-0.5938,-1.2575
-0.5928,-1.2521
-0.5919,-1.2467
-0.5909,-1.2414
-0.5899,-1.2361
-0.589,-1.2308
-0.588,-1.2255
-0.5873,-1.2208
-0.5865,-1.2165
-0.5858,-1.2124
-0.5851,-1.2089
-0.5845,-1.2058
-0.5839,-1.2028
-0.5832,-1.2
-0.5825,-1.1972
-0.5816,-1.1944
-0.5808,-1.1916
-0.5799,-1.1889
