0.0007,0.0056
-0.0031,0.0031
-0.0065,0.0009
-0.0097,-0.0011
-0.0127,-0.003
-0.0155,-0.0047
-0.0182,-0.0063
-0.0207,-0.0079
-0.0232,-0.0094
-0.0256,-0.0109
-0.0279,-0.0123
-0.0302,-0.0136
-0.0324,-0.015
-0.0346,-0.0163
-0.0368,-0.0176
-0.0389,-0.0188
-0.041,-0.02
-0.043,-0.0212
-0.045,-0.0224
-0.047,-0.0236
-0.049,-0.0248
-0.051,-0.0259
-0.0529,-0.0271
-0.0549,-0.0282
-0.0568,-0.0293
-0.0587,-0.0305
-0.0606,-0.0316
-0.0625,-0.0327
-0.0644,-0.0338
-0.0663,-0.0349
-0.0682,-0.036
-0.07,-0.0371
-0.0719,-0.0381
-0.0738,-0.0392
-0.0756,-0.0403
-0.0775,-0.0414
-0.0794,-0.0425
-0.0812,-0.0435
-0.0831,-0.0446
-0.0849,-0.0457
-0.0868,-0.0468
-0.0887,-0.0478
-0.0905,-0.0489
-0.0924,-0.05
-0.0943,-0.0511
-0.0962,-0.0522
-0.098,-0.0533
-0.0999,-0.0543
-0.1018,-0.0554
-0.1037,-0.0565
-0.1056,-0.0576
-0.1075,-0.0587
-0.1094,-0.0598
-0.1114,-0.0609
-0.1133,-0.062
-0.1152,-0.0631
-0.1172,-0.0643
-0.1191,-0.0654
-0.1211,-0.0665
-0.123,-0.0676
-0.125,-0.0688
-0.127,-0.0699
-0.129,-0.071
-0.131,-0.0722
-0.133,-0.0733
-0.135,-0.0745
-0.137,-0.0757
-0.139,-0.0768
-0.1411,-0.078
-0.1431,-0.0792
-0.1452,-0.0804
-0.1473,-0.0816
-0.1494,-0.0828
-0.1515,-0.084
-0.1536,-0.0852
-0.1557,-0.0864
-0.1578,-0.0876
-0.16,-0.0888
-0.1622,-0.0901
-0.1643,-0.0913
-0.1665,-0.0926
-0.1687,-0.0938
-0.1709,-0.0951
-0.1731,-0.0964
-0.1754,-0.0977
-0.1776,-0.0989
-0.1799,-0.1002
-0.1822,-0.1016
-0.1845,-0.1029
-0.1868,-0.1042
-0.1891,-0.1055
-0.1914,-0.1069
-0.1938,-0.1082
-0.1962,-0.1096
-0.1985,-0.1109
-0.2009,-0.1123
-0.2033,-0.1137
-0.2058,-0.1151
-0.2082,-0.1165
-0.2107,-0.1179
-0.2132,-0.1193
-0.2157,-0.1207
-0.2182,-0.1222
-0.2207,-0.1236
-0.2232,-0.1251
-0.2258,-0.1265
-0.2284,-0.128
-0.231,-0.1295
-0.2336,-0.131
-0.2362,-0.1325
-0.2388,-0.134
-0.2415,-0.1355
-0.2442,-0.1371
-0.2469,-0.1386
-0.2496,-0.1402
-0.2524,-0.1417
-0.2551,-0.1433
-0.2579,-0.1449
-0.2607,-0.1465
-0.2635,-0.1481
-0.2663,-0.1497
-0.2692,-0.1514
-0.2721,-0.153
-0.275,-0.1547
-0.2779,-0.1563
-0.2808,-0.158
-0.2838,-0.1597
-0.2867,-0.1614
-0.2897,-0.1631
-0.2927,-0.1648
-0.2958,-0.1666
-0.2988,-0.1683
-0.3019,-0.1701
-0.305,-0.1718
-0.3081,-0.1736
-0.3113,-0.1754
-0.3144,-0.1772
-0.3176,-0.1791
-0.3208,-0.1809
-0.324,-0.1827
-0.3273,-0.1846
-0.3306,-0.1865
-0.3339,-0.1883
-0.3372,-0.1902
-0.3405,-0.1921
-0.3439,-0.1941
-0.3473,-0.196
-0.3507,-0.1979
-0.3541,-0.1999
-0.3575,-0.2019
-0.361,-0.2039
-0.3645,-0.2059
-0.368,-0.2079
-0.3716,-0.2099
-0.3752,-0.2119
-0.3788,-0.214
-0.3824,-0.2161
-0.386,-0.2181
-0.3897,-0.2202
-0.3934,-0.2223
-0.3971,-0.2244
-0.4008,-0.2266
-0.4046,-0.2287
-0.4084,-0.2309
-0.4122,-0.233
-0.416,-0.2352
-0.4198,-0.2374
-0.4237,-0.2396
-0.4276,-0.2419
-0.4316,-0.2441
-0.4355,-0.2464
-0.4395,-0.2486
-0.4435,-0.2509
-0.4475,-0.2532
-0.4516,-0.2555
-0.4556,-0.2578
-0.4597,-0.2602
-0.4639,-0.2625
-0.468,-0.2649
-0.4722,-0.2673
-0.4764,-0.2696
-0.4806,-0.272
-0.4849,-0.2745
-0.4891,-0.2769
-0.4934,-0.2793
-0.4977,-0.2818
-0.5021,-0.2843
-0.5065,-0.2867
-0.5108,-0.2892
-0.5153,-0.2917
-0.5197,-0.2943
-0.5242,-0.2968
-0.5287,-0.2993
-0.5332,-0.3019
-0.5377,-0.3045
-0.5423,-0.3071
-0.5468,-0.3097
-0.5514,-0.3123
-0.5561,-0.3149
-0.5607,-0.3175
-0.5654,-0.3202
-0.5701,-0.3229
-0.5748,-0.3255
-0.5796,-0.3282
-0.5843,-0.3309
-0.5891,-0.3336
-0.5939,-0.3363
-0.5987,-0.3391
-0.6036,-0.3418
-0.6085,-0.3446
-0.6134,-0.3474
-0.6183,-0.3501
-0.6232,-0.3529
-0.6282,-0.3557
-0.6331,-0.3585
-0.6381,-0.3614
