0.0363,-0.0219
0.3267,-0.4264
0.3605,-0.4846
0.3958,-0.5454
0.4326,-0.6091
0.4709,-0.6759
0.5102,-0.7454
0.5502,-0.8171
0.5901,-0.8902
0.629,-0.9636
0.6659,-1.0358
0.7,-1.1055
0.7303,-1.1713
0.7563,-1.232
0.7776,-1.2868
0.7942,-1.3355
0.8064,-1.3779
0.8146,-1.4143
0.8193,-1.4453
0.8212,-1.4715
0.8208,-1.4934
0.8186,-1.5116
0.815,-1.5267
0.8104,-1.5392
0.8051,-1.5495
0.7993,-1.5581
0.7933,-1.5651
0.7872,-1.5709
0.7812,-1.5757
0.7752,-1.5795
0.7694,-1.5827
0.7638,-1.5853
0.7585,-1.5873
0.7534,-1.5889
0.7486,-1.5902
0.7442,-1.5911
0.74,-1.5918
0.7361,-1.5922
0.7325,-1.5924
0.7291,-1.5925
0.7261,-1.5924
0.7233,-1.5922
0.7208,-1.5918
0.7185,-1.5913
0.7165,-1.5908
0.7147,-1.5901
0.7131,-1.5894
0.7117,-1.5886
0.7105,-1.5877
0.7095,-1.5868
0.7087,-1.5858
0.7081,-1.5847
0.7076,-1.5836
0.7073,-1.5825
0.7071,-1.5813
0.7071,-1.5801
0.7072,-1.5788
0.7075,-1.5775
0.7079,-1.5762
0.7084,-1.5748
0.709,-1.5734
0.7097,-1.5719
0.7105,-1.5705
0.7114,-1.569
0.7125,-1.5674
0.7136,-1.5659
0.7148,-1.5643
0.7161,-1.5627
0.7175,-1.561
0.7189,-1.5594
0.7204,-1.5577
0.722,-1.556
0.7237,-1.5542
0.7255,-1.5525
0.7273,-1.5507
0.7291,-1.5489
0.7311,-1.547
0.7331,-1.5452
0.7351,-1.5433
0.7372,-1.5414
0.7394,-1.5395
0.7416,-1.5375
0.7439,-1.5355
0.7462,-1.5335
0.7486,-1.5315
0.751,-1.5295
0.7535,-1.5274
0.756,-1.5253
0.7586,-1.5232
0.7612,-1.5211
0.7639,-1.5189
0.7666,-1.5167
0.7693,-1.5145
0.7721,-1.5123
0.7749,-1.51
0.7777,-1.5078
0.7806,-1.5055
0.7836,-1.5032
0.7866,-1.5008
0.7896,-1.4984
0.7926,-1.496
0.7957,-1.4936
0.7988,-1.4912
0.802,-1.4887
0.8051,-1.4862
0.8084,-1.4837
0.8116,-1.4812
0.8149,-1.4786
0.8182,-1.4761
